row,status,reason,source,target,relationship_type,evidence
150,PASS,,41/2016/TT-NHNN,khoản phải đòi đó,AP_DUNG_CHO,"của các doanh nghiệp xếp hạng tín nhiệm độc lập khác nhau thì ngân hàng, chi nhánh ngân hàng nước ngoài phải sử dụng thứ hạng tín nhiệm tương ứng hệ số rủi ro tín dụng cao nhất để áp dụng đối với khoản phải đòi đó; g) Trường hợp khoản phải đòi không có thứ hạng tín nhiệm thì ngân hàng, chi nhánh ngân hàng nước ngoài áp dụng theo thứ tự như sau: (i) Nếu khách hàng, đối tác có các khoản phải đòi, nợ phải trả tài chính khác có thứ h"
151,PASS,,41/2016/TT-NHNN,"các doanh nghiệp không cung cấp Báo cáo tài chính cho ngân hàng, chi nhánh ngân hàng nước ngoài để tính các chỉ tiêu doanh thu, tỷ lệ đòn bảy, vốn chủ sở hữu",AP_DUNG_CHO,"100% 80% 60% 50% Tỷ lệ đòn bẩy từ 25% đến 50% 125% 110% 95% 80% Tỷ lệ đòn bẩy trên 50% 160% 150% 140% 120% Vốn chủ sở hữu âm hoặc bằng 0 250% (ii) Hệ số rủi ro tín dụng 200% được áp dụng đối với các doanh nghiệp không cung cấp Báo cáo tài chính cho ngân hàng, chi nhánh ngân hàng nước ngoài để tính các chỉ tiêu doanh thu, tỷ lệ đòn bảy, vốn chủ sở hữu; (iii) Đối với các doanh nghiệp thành lập mới (không bao gồm các trường hợp thành lập do tổ chức lại, chuyển đổi hình thức pháp lý,...), hoạt động chưa được 01 năm, hệ số rủi ro tín dụng là 150%. c) Đối với khoản cấp tí"
152,PASS,,41/2016/TT-NHNN,khoản phải đòi được bảo đảm bằng bất động sản không kinh doanh theo chỉ tiêu Tỷ lệ bảo đảm (LTV) như sau: LTV LTV dưới 40% LTV từ 40% trở lên đến dưới 60% LTV từ 60% trở lên đến dư,AP_DUNG_CHO,"hi ngân hàng, chi nhánh ngân hàng nước ngoài có thông tin giá trị của tài sản bảo đảm bị suy giảm trên 30% so với giá trị tại thời điểm xác định gần nhất. b) Hệ số rủi ro tín dụng áp dụng đối với khoản phải đòi được bảo đảm bằng bất động sản không kinh doanh theo chỉ tiêu Tỷ lệ bảo đảm (LTV) như sau: LTV LTV dưới 40% LTV từ 40% trở lên đến dưới 60% LTV từ 60% trở lên đến dưới 80% LTV từ 80% trở lên đến dưới 90% LTV từ 90% trở lên đến dưới 100% LTV từ 100% trở lên Hệ số rủi ro 30% 40% 50% 70% 80% 100% c) Đối với khoản phải đòi được đảm bảo bằng bất động sản kinh doanh, hệ số rủi ro tín dụng"
153,PASS,,41/2016/TT-NHNN,"khoản phải đòi được đảm bảo bằng bất động sản mà ngân hàng, chi nhánh ngân hàng nước ngoài không có thông tin về Tỷ lệ bảo đảm (LTV)",AP_DUNG_CHO,"xác định riêng cho từng bất động sản kinh doanh và bất động sản không kinh doanh tương ứng theo tỷ lệ tổng diện tích mặt bằng của bất động sản; đ) Hệ số rủi ro tín dụng 150% được áp dụng đối với khoản phải đòi được đảm bảo bằng bất động sản mà ngân hàng, chi nhánh ngân hàng nước ngoài không có thông tin về Tỷ lệ bảo đảm (LTV); e) Hệ số rủi ro tín dụng 200% được áp dụng đối với tài sản là khoản cấp tín dụng tài trợ dự án kinh doanh bất động sản. 11. Đối với tài sản là khoản cho vay thế chấp nhà, ngân hàng, chi nhánh ngân hàng nước ngoài thực"
154,PASS,,41/2016/TT-NHNN,tài sản là khoản cấp tín dụng tài trợ dự án kinh doanh bất động sản,AP_DUNG_CHO,"ng đối với khoản phải đòi được đảm bảo bằng bất động sản mà ngân hàng, chi nhánh ngân hàng nước ngoài không có thông tin về Tỷ lệ bảo đảm (LTV); e) Hệ số rủi ro tín dụng 200% được áp dụng đối với tài sản là khoản cấp tín dụng tài trợ dự án kinh doanh bất động sản. 11. Đối với tài sản là khoản cho vay thế chấp nhà, ngân hàng, chi nhánh ngân hàng nước ngoài thực hiện như sau: a) Xác định Tỷ lệ bảo đảm (LTV) theo quy định tại khoản 10 Điều này và Tỷ lệ thu nhập (viết tắt là DSC) đố"
155,PASS,,41/2016/TT-NHNN,khoản cho vay thế chấp nhà ở theo Tỷ lệ bảo đảm (LTV) và Tỷ lệ thu nhập (DSC) như sau: Các khoản cho vay thế chấp nhà ở LTV dưới 40% LTV từ 40% trở lên đến dưới 60% LTV từ 60% trở,AP_DUNG_CHO,"hộ gia đình. (ii) Tỷ lệ thu nhập (DSC) phải được xác định lại khi ngân hàng, chi nhánh ngân hàng nước ngoài có thông tin thay đổi về tổng thu nhập của khách hàng. b) Hệ số rủi ro áp dụng cho khoản cho vay thế chấp nhà ở theo Tỷ lệ bảo đảm (LTV) và Tỷ lệ thu nhập (DSC) như sau: Các khoản cho vay thế chấp nhà ở LTV dưới 40% LTV từ 40% trở lên đến dưới 60% LTV từ 60% trở lên đến dưới 80% LTV từ 80% trở lên đến dưới 90% LTV từ 90% trở lên đến LTV từ 100% trở lên dưới 100% DSC từ 35% trở xuống 25% 30% 40% 50% 60% 80% DSC trên 35% 30% 40% 50% 70% 80% 100% c) Hệ số rủi ro tín dụng 200% được"
156,PASS,,41/2016/TT-NHNN,"khoản cho vay thế chấp nhà mà ngân hàng, chi nhánh ngân hàng nước ngoài không có thông tin về Tỷ lệ bảo đảm (LTV) và/hoặc Tỷ lệ thu nhập (DSC)",AP_DUNG_CHO,"dưới 90% LTV từ 90% trở lên đến LTV từ 100% trở lên dưới 100% DSC từ 35% trở xuống 25% 30% 40% 50% 60% 80% DSC trên 35% 30% 40% 50% 70% 80% 100% c) Hệ số rủi ro tín dụng 200% được áp dụng đối với khoản cho vay thế chấp nhà mà ngân hàng, chi nhánh ngân hàng nước ngoài không có thông tin về Tỷ lệ bảo đảm (LTV) và/hoặc Tỷ lệ thu nhập (DSC). 12. Đối với tài sản là danh mục cấp tín dụng bán lẻ, hệ số rủi ro tín dụng là 75%. 13. Đối với khoản nợ xấu, hệ số rủi ro tín dụng áp dụng như sau: a) Đối với khoản nợ xấu có dự phòng cụ thể nhỏ hơn 20% giá trị của kho"
157,PASS,,41/2016/TT-NHNN,"các giao dịch phát hành hoặc xác nhận thư tín dụng thương mại dựa trên chứng từ vận tải, có thời hạn gốc từ 1 năm trở xuống",AP_DUNG_CHO,"tự động hủy ngang khi khách hàng vi phạm điều kiện hủy ngang hoặc suy giảm khả năng thực hiện nghĩa vụ; b) Hạn mức tín dụng chưa sử dụng của thẻ tín dụng. 2. Hệ số chuyển đổi 20% áp dụng đối với các giao dịch phát hành hoặc xác nhận thư tín dụng thương mại dựa trên chứng từ vận tải, có thời hạn gốc từ 1 năm trở xuống. 3. Hệ số chuyển đổi 50% áp dụng đối với: a) Các giao dịch phát hành hoặc xác nhận thư tín dụng thương mại dựa trên chứng từ vận tải, có thời hạn gốc trên 1 năm; b) Nợ tiềm tàng dựa trên hoạt động cụ thể (ví dụ: bảo lãn"
158,PASS,,41/2016/TT-NHNN,: a) Các cam kết ngoại bảng tương đương khoản cho vay (ví dụ: cam kết cho vay không hủy ngang là cam kết cho vay không thể hủy bỏ hoặc thay đổi dưới bất kỳ hình thức nào đối với nh,AP_DUNG_CHO,"thể (ví dụ: bảo lãnh thực hiện hợp đồng, bảo lãnh dự thầu, thư tín dụng dự phòng cho hoạt động cụ thể); c) Bảo lãnh phát hành chứng khoán, giấy tờ có giá. 4. Hệ số chuyển đổi 100% áp dụng đối với : a) Các cam kết ngoại bảng tương đương khoản cho vay (ví dụ: cam kết cho vay không hủy ngang là cam kết cho vay không thể hủy bỏ hoặc thay đổi dưới bất kỳ hình thức nào đối với những cam kết đã được thiết lập, trừ trường hợp phải hủy bỏ hoặc thay đổi theo quy định của pháp luật; các khoản bảo lãnh, thư tín dụng dự phòng bảo đảm nghĩa vụ tài chính cho khoản nợ hoặc trái phiếu; hạn mức tín dụng chư"
159,PASS,,41/2016/TT-NHNN,"các tài sản bảo đảm sau đây: a) Tiền mặt, giấy tờ có giá, thẻ tiết kiệm do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài phát hành",AP_DUNG_CHO,"iao dịch và biện pháp giảm thiểu rủi ro cùng một loại tiền tệ. Điều 12. Giảm thiểu rủi ro tín dụng bằng tài sản bảo đảm 1. Việc giảm thiểu rủi ro tín dụng bằng tài sản bảo đảm chỉ áp dụng đối với các tài sản bảo đảm sau đây: a) Tiền mặt, giấy tờ có giá, thẻ tiết kiệm do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài phát hành; b) Vàng (vàng tiêu chuẩn, vàng vật chất, vàng trang sức với giá trị được chuyển đổi giá trị sang vàng 99.99); c) Giấy tờ có giá do Chính phủ Việt Nam, Ngân hàng Nhà nước phát hành hoặc bảo lãnh thanh toán; d) Chứng kho"
160,PASS,,41/2016/TT-NHNN,các bên bảo lãnh quy định tại khoản 2 Điều này và phải đáp ứng các điều kiện quy định tại khoản 3 Điều này,AP_DUNG_CHO,"i, giao dịch và số dư tiền gửi của khách hàng (H fxl ) là 8%. Điều 14. Giảm thiểu rủi ro tín dụng bằng bảo lãnh của bên thứ ba 1. Việc giảm thiểu rủi ro tín dụng bằng bảo lãnh chỉ áp dụng đối với các bên bảo lãnh quy định tại khoản 2 Điều này và phải đáp ứng các điều kiện quy định tại khoản 3 Điều này. 2. Bên bảo lãnh bao gồm : a) Chính phủ, ngân hàng trung ương, tổ chức công lập của chính phủ, chính quyền địa phương; b) Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài có xếp hạng tín nhiệm BBB- trở lên; c) Doanh ngh"
161,PASS,,41/2016/TT-NHNN,"trường hợp tổng giá trị trạng thái ngoại hối ròng (bao gồm cả vàng) của ngân hàng, chi nhánh ngân hàng nước ngoài lớn hơn 2% vốn tự có của ngân hàng, chi nhánh ngân hàng nước ngoài",AP_DUNG_CHO,"kèm theo Thông tư này. Vốn yêu cầu cho rủi ro giá cổ phiếu được tính theo hướng dẫn tại Phụ lục 4 ban hành kèm theo Thông tư này. 4. Vốn yêu cầu cho rủi ro ngoại hối (K FXR ) chỉ áp dụng đối với trường hợp tổng giá trị trạng thái ngoại hối ròng (bao gồm cả vàng) của ngân hàng, chi nhánh ngân hàng nước ngoài lớn hơn 2% vốn tự có của ngân hàng, chi nhánh ngân hàng nước ngoài. Vốn yêu cầu cho rủi ro ngoại hối được tính theo hướng dẫn tại Phụ lục 4 ban hành kèm theo Thông tư này. 5. Vốn yêu cầu cho rủi ro giá hàng hóa (K CMR ) được tính theo hướng dẫn tại Phụ lục 4 ban hành kèm theo Thông tư"
162,PASS,,66/2020/TT-BTC,doanh nghiệp Căn cứ Luật kế toán số 88/2015/QH 13 ngày 20 tháng 11 năm 2015,AP_DUNG_CHO,"C BỘ TÀI CHÍNH Số: 66/2020/TT-BTC CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Hà Nội, ngày 10 tháng 7 năm 2020 THÔNG TƯ Ban hành Quy chế mẫu về kiểm toán nội bộ áp dụng cho doanh nghiệp Căn cứ Luật kế toán số 88/2015/QH 13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định số 05/2019/NĐ-CP ngày 22 thảng 01 năm 2019 của Chính phủ về kiếm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu"
163,PASS,,66/2020/TT-BTC,doanh nghiệp,AP_DUNG_CHO,"u tố chức của Bộ Tài chính; Theo đề nghị của Cục trưởng Cục Quản lý, giám sát kế toán, kiểm toán; Bộ trưởng Bộ Tài chính ban hành Thông tư ban hành Quy chế mẫu về kiếm toán nội bộ áp dụng cho doanh nghiệp. Điều 1. Phạm vi điều chỉnh Thông tư này hướng dẫn mẫu Quy chế kiểm toán nội bộ làm cơ sở cho các đơn vị tham chiếu trong việc xây dựng Quy chế kiểm toán nội bộ của doanh nghiệp. Điều 2. Đối tượng áp dụng 1. Thông tư nà"
164,PASS,,66/2020/TT-BTC,các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ,AP_DUNG_CHO,hướng dẫn mẫu Quy chế kiểm toán nội bộ làm cơ sở cho các đơn vị tham chiếu trong việc xây dựng Quy chế kiểm toán nội bộ của doanh nghiệp. Điều 2. Đối tượng áp dụng 1. Thông tư này áp dụng đối với các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ. 2. Các doanh nghiệp không thuộc quy định tại khoản 1 Điều này được khuyến khích xây dựng Quy chế kiểm toán nội bộ trên cơ sở tham chiếu mẫu Quy chế kiểm toán nội bộ ban hành kèm theo Thông tư này. Điều 3. Quy chế kiểm
165,PASS,,156/2020/NĐ-CP,Chứng khoán,THUOC_LINH_VUC,metadata.csv: Chứng khoán
166,PASS,,156/2020/NĐ-CP,"tổ chức, trừ trường hợp quy định tại khoản 3 và khoản 4 Điều 15, khoản 2 và khoản 4 Điều 30, khoản 3 và khoản 5 Điều 39 Nghị định này quy định mức phạt tiền áp dụng đối với cá nhân",AP_DUNG_CHO,"vi vi phạm khác trong lĩnh vực chứng khoán là 3.000.000.000 đồng đối với tổ chức và 1.500.000.000 đồng đối với cá nhân. 3. Mức phạt tiền quy định tại Chương II Nghị định này được áp dụng đối với tổ chức, trừ trường hợp quy định tại khoản 3 và khoản 4 Điều 15, khoản 2 và khoản 4 Điều 30, khoản 3 và khoản 5 Điều 39 Nghị định này quy định mức phạt tiền áp dụng đối với cá nhân. Trường hợp cá nhân có hành vi vi phạm như của tổ chức thì mức phạt tiền bằng 1/2 mức phạt tiền đối với tổ chức. Điều 6. Thời hiệu xử phạt vi phạm hành chính trong lĩnh vực chứng khoán 1. Thời hiệu xử phạt vi phạm hành"
167,PASS,,156/2020/NĐ-CP,"tất cả các cổ đông của công ty mục tiêu hoặc nhà đầu tư của quỹ đầu tư mục tiêu, bao gồm cả các cổ đông hoặc nhà đầu tư đã gửi đăng ký bán cho bên chào mua",AP_DUNG_CHO,"ông tin về việc chào mua công khai hoặc thực hiện báo cáo, công bố thông tin về việc chào mua công khai không đúng quy định pháp luật; k) Không bảo đảm việc tăng giá chào mua được áp dụng đối với tất cả các cổ đông của công ty mục tiêu hoặc nhà đầu tư của quỹ đầu tư mục tiêu, bao gồm cả các cổ đông hoặc nhà đầu tư đã gửi đăng ký bán cho bên chào mua; l) Không chỉ định một công ty chứng khoán làm đại lý thực hiện việc chào mua công khai; không cập nhật về đại lý chào mua công khai kèm theo xác nhận đại lý chào mua công khai thay đổi. 2. Phạt tiền từ 150.000.000 đồng"
168,PASS,,08/2021/TT-BTC,Tạ Anh Tuấn,KY_BOI,metadata.csv: Tạ Anh Tuấn
169,PASS,,08/2021/TT-BTC,"Kế toán, kiểm toán",THUOC_LINH_VUC,"metadata.csv: Kế toán, kiểm toán"
170,PASS,,08/2021/TT-BTC,"các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán n",AP_DUNG_CHO,"uyên tắc đạo đức nghề nghiệp kiểm toán nội bộ (Phụ lục II). Điều 2. Đối tượng áp dụng 1. Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán nội bộ và các tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ của các đơn vị này. 2. Các đơn vị không thuộc đối tượng quy định tại khoản 1 Điều này được khuyến khích thực hiện chuẩn mực kiểm toán nội bộ Việt"
171,PASS,,08/2021/TT-BTC,tất cả các hoạt động kiểm toán nội bộ,AP_DUNG_CHO,"mô tả bản chất của hoạt động kiểm toán nội bộ và đưa ra các tiêu chí chất lượng để đo lường hoạt động kiểm toán nội bộ. Nhóm chuẩn mực thuộc tính và nhóm chuẩn mực hoạt động được áp dụng đối với tất cả các hoạt động kiểm toán nội bộ. Căn cứ vào chuẩn mực thuộc tính và chuẩn mực hoạt động, phân hướng dẫn triển khai thực hiện được phát triển thêm bằng việc đưa ra các yêu cầu áp dụng cho hoạt động đảm bảo (Ký hiệu là A) hoặc hoạt động tư vấn (Ký hiệu"
172,PASS,,08/2021/TT-BTC,hoạt động đảm bảo (Ký hiệu là A) hoặc hoạt động tư vấn (Ký hiệu là C),AP_DUNG_CHO,"ất cả các hoạt động kiểm toán nội bộ. Căn cứ vào chuẩn mực thuộc tính và chuẩn mực hoạt động, phân hướng dẫn triển khai thực hiện được phát triển thêm bằng việc đưa ra các yêu cầu áp dụng cho hoạt động đảm bảo (Ký hiệu là A) hoặc hoạt động tư vấn (Ký hiệu là C). Hoạt động đảm bảo là việc người làm công tác kiểm toán nội bộ thực hiện đánh giá các bằng chứng một cách khách quan để đưa ra ý kiến hoặc kết luận liên quan đến một đơn vị, một hoạt động, một chức năng, một quy trình,"
173,PASS,,08/2021/TT-BTC,người làm công tác kiểm toán nội bộ và bộ phận kiểm toán nội bộ,AP_DUNG_CHO,"thực hiện hoạt động tư vấn, người làm công tác kiểm toán nội bộ nên duy trì tính khách quan và không nên đảm nhận trách nhiệm quản lý đối với hoạt động được tư vấn. Chuẩn mực được áp dụng cho người làm công tác kiểm toán nội bộ và bộ phận kiểm toán nội bộ. Người làm công tác kiểm toán nội bộ chịu trách nhiệm tuân thủ các chuẩn mực liên quan đến tính khách quan của cá nhân, thành thạo chuyên môn, thận trọng nghề nghiệp và các chuẩn mực liên quan đến việc thực hiện trách n"
174,PASS,,46/2023/NĐ-CP,Lê Minh Khái,KY_BOI,metadata.csv: Lê Minh Khái
175,PASS,,46/2023/NĐ-CP,Bảo hiểm,THUOC_LINH_VUC,metadata.csv: Bảo hiểm
176,PASS,,46/2023/NĐ-CP,"trường hợp tăng vốn điều lệ theo phương thức chào bán chứng khoán ra công chúng, chào bán chứng khoán của công ty cổ phần niêm yết và đại chúng",AP_DUNG_CHO,"phần) sau khi tăng vốn; tài liệu chứng minh các cổ đông, thành viên góp vốn mới đáp ứng các điều kiện quy định tại Điều 64 và Điều 65 Luật Kinh doanh bảo hiểm. Quy định này không áp dụng đối với trường hợp tăng vốn điều lệ theo phương thức chào bán chứng khoán ra công chúng, chào bán chứng khoán của công ty cổ phần niêm yết và đại chúng. 3. Trong thời hạn 20 ngày kể từ ngày nhận đủ hồ sơ hợp lệ, Bộ Tài chính có văn bản chấp thuận về nguyên tắc. Trường hợp từ chối chấp thuận, Bộ Tài chính có văn bản giải thích rõ lý do. 4. Đối với trường hợp tăng vốn đi"
177,PASS,,46/2023/NĐ-CP,trường hợp bổ sung vốn điều lệ nhằm đáp ứng quy định về quản lý vốn chủ sở hữu tại khoản 3 Điều 37 Nghị định này,AP_DUNG_CHO,"ái bảo hiểm, chi nhánh nước ngoài tại Việt Nam không thực hiện được phương án thay đổi mức vốn đã được chấp thuận thì phải báo cáo Bộ Tài chính phương án xử lý. Quy định này không áp dụng đối với trường hợp bổ sung vốn điều lệ nhằm đáp ứng quy định về quản lý vốn chủ sở hữu tại khoản 3 Điều 37 Nghị định này. Điều 20. Giám vốn điều lệ, vốn được cấp 1. Doanh nghiệp bảo hiểm, doanh nghiệp tái bảo hiểm, chi nhánh nước ngoài tại Việt Nam muốn giảm vốn điều lệ, vốn được cấp phải đáp ứng các điều kiện sau: a) Doanh nghiệp bảo hiể"
178,PASS,,46/2023/NĐ-CP,các tài sản thuộc từng quỹ liên kết đơn vị,AP_DUNG_CHO,"ộc nghiệp vụ bảo hiểm liên kết đầu tư, doanh nghiệp bảo hiểm phải cung cấp thêm các tài liệu sau: Danh sách quỹ liên kết đơn vị, chính sách đầu tư mà doanh nghiệp bảo hiểm dự kiến áp dụng đối với các tài sản thuộc từng quỹ liên kết đơn vị; cơ sở phân bổ các khoản phí bảo hiểm và chi phí giữa các quỹ liên kết đơn vị; phương pháp định giá các đơn vị quỹ liên kết đơn vị; văn bằng chứng minh trình độ, năng lực, kinh nghiệm chuyên môn của các thành viên Hội đ"
179,PASS,,46/2023/NĐ-CP,trường hợp giao dịch chuyển nhượng thực hiện thông qua giao dịch trên thị trường chứng khoán đối với công ty niêm yết,AP_DUNG_CHO,"ượng cổ phần, phần vốn góp trên 10% vốn điều lệ và doanh nghiệp sau khi chuyển nhượng cổ phần, phần vốn góp đáp ứng các điều kiện quy định tại khoản 1 Điều này. Quy định này không áp dụng đối với trường hợp giao dịch chuyển nhượng thực hiện thông qua giao dịch trên thị trường chứng khoán đối với công ty niêm yết; d) Bán sao từ sổ gốc hoặc được chứng thực của hợp đồng nguyên tắc về chuyển nhượng (trừ trường hợp doanh nghiệp bảo hiểm, doanh nghiệp tái bảo hiểm là tổ chức niêm yết, đăng ký giao dịch trên thị trường chứng khoán); đ"
180,PASS,,46/2023/NĐ-CP,các chức danh chuyên gia tính toán đã được Bộ Tài chính phê chuẩn trước thời điểm Nghị định này có hiệu lực,AP_DUNG_CHO,"4. Là người lao động tại doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe. 5. Cơ trú tại Việt Nam trong thời gian đương nhiệm. 6. Quy định tại khoản 2 Điều này không áp dụng đối với các chức danh chuyên gia tính toán đã được Bộ Tài chính phê chuẩn trước thời điểm Nghị định này có hiệu lực. Điều 30: Điều kiện, tiêu chuẩn của chuyên gia tính toán của doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp tái bảo hiểm, chi nhánh nước ngoài tại Việt Nam 1. Các tiêu chuẩn chung quy định tại khoản 1 Điều 81 Luật Kin"
181,PASS,,46/2023/NĐ-CP,bảo hiểm liên kết chung) được tính theo một trong các phương pháp sau: Tổng giá trị hoàn lại của các hợp đồng bảo hiểm liên kết chung cộng với khoản dự phòng nhằm đảm bảo cho việc,AP_DUNG_CHO,dòng tiền để đáp ứng được tất cả chi phí chi trả quyền lợi về rủi ro bảo hiểm trong tương lai trong suốt thời hạn của hợp đồng; b) Dự phòng nghiệp vụ đối với phần liên kết chung (áp dụng đối với bảo hiểm liên kết chung) được tính theo một trong các phương pháp sau: Tổng giá trị hoàn lại của các hợp đồng bảo hiểm liên kết chung cộng với khoản dự phòng nhằm đảm bảo cho việc chi trả giá trị tài khoản đối với các hợp đồng dự kiến xảy ra sự kiện bảo hiểm trong kỳ; Tổng giá trị tài khoản của các hợp đồng liên kết chung. Doanh nghiệp bảo hiểm có trách nhiệm đánh giá và lựa chọn phương pháp trích
182,PASS,,46/2023/NĐ-CP,bảo hiểm liên kết đơn vị) là tổng số các khoản sau: Tổng số các đơn vị đầu tư của bên mua bảo hiểm tại ngày định giá nhân với giá mua của đơn vị quỹ tại ngày định giá,AP_DUNG_CHO,ơng pháp trích lập dự phòng nghiệp vụ đối với phần liên kết chung để bảo đảm các trách nhiệm đã cam kết theo hợp đồng bảo hiểm; c) Dự phòng nghiệp vụ đối với phần liên kết đơn vị (áp dụng đối với bảo hiểm liên kết đơn vị) là tổng số các khoản sau: Tổng số các đơn vị đầu tư của bên mua bảo hiểm tại ngày định giá nhân với giá mua của đơn vị quỹ tại ngày định giá; Tổng số phí bảo hiểm đã nhận được từ bên mua bảo hiểm tại ngày định giá sau khi trừ đi các khoản phí tính cho bên mua bảo hiểm mà phần còn lại này dùng để mua các đơn vị quỹ nhưng chưa được thực hiện; d) Dự phòng nghiệ
183,PASS,,46/2023/NĐ-CP,bảo hiểm hưu trí) là tổng giá trị tài khoản bảo hiểm hưu trí tại thời điểm trích lập,AP_DUNG_CHO,trừ đi các khoản phí tính cho bên mua bảo hiểm mà phần còn lại này dùng để mua các đơn vị quỹ nhưng chưa được thực hiện; d) Dự phòng nghiệp vụ đối với tài khoản bảo hiểm hưu trí (áp dụng đối với bảo hiểm hưu trí) là tổng giá trị tài khoản bảo hiểm hưu trí tại thời điểm trích lập; đ) Dự phòng cho các quyền lợi bảo hiểm khác ngoài quyền lợi về rủi ro bảo hiểm và quyền lợi đầu tư. 3. Dự phòng phí chưa được hưởng: Được tính trên phí bảo hiểm gộp theo các phương pháp quy định tại khoản 1 Điều 39 Ngh
184,PASS,,46/2023/NĐ-CP,các hợp đồng bảo hiểm có thời hạn trên 01 năm để đảm bảo được các trách nhiệm đã cam kết khi xảy ra sự kiện bảo hiểm trong tương lai,AP_DUNG_CHO,"theo quy định tại Điều 45 Nghị định này trước khi áp dụng. Điều 43. Phương pháp, cơ sở trích lập dự phòng nghiệp vụ bảo hiểm sức khỏe 1. Dụ phỏng toán học: Dự phòng toán học được áp dụng đối với các hợp đồng bảo hiểm có thời hạn trên 01 năm để đảm bảo được các trách nhiệm đã cam kết khi xảy ra sự kiện bảo hiểm trong tương lai. Doanh nghiệp bảo hiểm, doanh nghiệp tái bảo hiểm, chi nhánh nước ngoài tại Việt Nam được chủ động lựa chọn phương pháp trích lập như: Phương pháp phí bảo hiểm gộp, phương pháp phí bảo hiểm thuần, các phương pháp khác t"
185,PASS,,46/2023/NĐ-CP,các hợp đồng bảo hiểm có thời hạn từ 01 năm trở xuống,AP_DUNG_CHO,"ng pháp phí bảo hiểm thuần, các phương pháp khác theo thông lệ quốc tế. 2. Dự phòng phí chưa được hưởng: Được tính theo các phương pháp quy định tại khoản 1 Điều 39 Nghị định này, áp dụng đối với các hợp đồng bảo hiểm có thời hạn từ 01 năm trở xuống. 3. Dự phỏng bồi thường: a) Phương pháp trích lập dự phòng bồi thường theo thống kê hồ sơ yêu cầu đòi bồi thường; b) Phương pháp trích lập dự phòng bồi thường theo hệ số phát sinh bồi thường. 4. Dự phòng đảm bảo cân đối"
186,PASS,,46/2023/NĐ-CP,năm tài chính từ ngày 01 tháng 01 năm 2023,AP_DUNG_CHO,"ơ sở trích lập dự phòng nghiệp vụ bảo hiểm không phù hợp với quy định của Nghị định này thì thực hiện đăng ký lại với Bộ Tài chính trong vòng 06 tháng kể từ ngày ký Nghị định này, áp dụng cho năm tài chính từ ngày 01 tháng 01 năm 2023. Quy định này không áp dụng đối với dự phòng đối với phần liên kết chung. 5. Trong thời hạn 01 năm kể từ ngày Nghị định này có hiệu lực, doanh nghiệp bảo hiểm nhân thọ phải thực hiện rà soát và đăng ký với Bộ Tài chính"
187,PASS,,46/2023/NĐ-CP,dự phòng đối với phần liên kết chung,AP_DUNG_CHO,"ghị định này thì thực hiện đăng ký lại với Bộ Tài chính trong vòng 06 tháng kể từ ngày ký Nghị định này, áp dụng cho năm tài chính từ ngày 01 tháng 01 năm 2023. Quy định này không áp dụng đối với dự phòng đối với phần liên kết chung. 5. Trong thời hạn 01 năm kể từ ngày Nghị định này có hiệu lực, doanh nghiệp bảo hiểm nhân thọ phải thực hiện rà soát và đăng ký với Bộ Tài chính phương pháp trích lập dự phòng nghiệp vụ đối với phần liên kết chung đảm"
